ModuleCode;ModuleName;ModuleDepartment;ModuleCredit
ID4106;"Design Thesis Project";"DIVISION OF INDUSTRIAL DESIGN";12
ID5021;"DESIGN RESEARCH";"DIVISION OF INDUSTRIAL DESIGN";4
ID5151;"DESIGN INNOVATION";"DIVISION OF INDUSTRIAL DESIGN";4
ID5351;"DESIGN STUDIES";"DIVISION OF INDUSTRIAL DESIGN";4
ID5770;"Graduate Seminar Module in Industrial Design";"DIVISION OF INDUSTRIAL DESIGN";4
ID5951;"Topics in Industrial Design";"DIVISION OF INDUSTRIAL DESIGN";4
ID5951A;"Topics in Industrial Design: Product Development";"DIVISION OF INDUSTRIAL DESIGN";4
ID5951B;"Topics in Industrial Design: Interaction Design";"DIVISION OF INDUSTRIAL DESIGN";4
ID5951C;"Topics in Industrial Design: Healthcare Design";"DIVISION OF INDUSTRIAL DESIGN";4
ID5951D;"Topics in Industrial Design: Design Education";"DIVISION OF INDUSTRIAL DESIGN";4
ID5951E;"Topics in Industrial Design: Sustainability";"DIVISION OF INDUSTRIAL DESIGN";4
ID6770;"Doctoral Seminar Module in Industrial Design";"DIVISION OF INDUSTRIAL DESIGN";4
IE2100;"Probability Models With Applications";"INDUSTRIAL & SYSTEMS ENGINEERING";4
IE2100E;"Probability Models with Applications";"BACHELOR OF TECHNOLOGY PROGRAMME";4
IE2130;"Quality Engineering I";"INDUSTRIAL & SYSTEMS ENGINEERING";4
IE2130E;"Quality Engineering I";"BACHELOR OF TECHNOLOGY PROGRAMME";4
IE2140;"Engineering Economy";"INDUSTRIAL & SYSTEMS ENGINEERING";4
IE2140E;"Engineering Economy";"BACHELOR OF TECHNOLOGY PROGRAMME";4
IE2150;"Human Factors Engineering";"INDUSTRIAL & SYSTEMS ENGINEERING";4
IE2150E;"Human Factors Engineering";"BACHELOR OF TECHNOLOGY PROGRAMME";4
IE3010E;"Systems Thinking and Design";"BACHELOR OF TECHNOLOGY PROGRAMME";4
IE3100E;"Systems Design Project";"BACHELOR OF TECHNOLOGY PROGRAMME";8
IE3100R;"Systems Design Project";"INDUSTRIAL & SYSTEMS ENGINEERING";8
IE4100;B.Eng.Dissertation;"INDUSTRIAL & SYSTEMS ENGINEERING";12
IE4100E;"BTech Dissertation";"BACHELOR OF TECHNOLOGY PROGRAMME";12
IE4220;"Supply Chain Modelling";"INDUSTRIAL & SYSTEMS ENGINEERING";4
IE4220E;"Supply Chain Modelling";"BACHELOR OF TECHNOLOGY PROGRAMME";4
IE4230;"Quality Engineering II";"INDUSTRIAL & SYSTEMS ENGINEERING";4
IE4230E;"Quality Engineering II";"BACHELOR OF TECHNOLOGY PROGRAMME";4
IE5108;"Facility Layout And Location";"INDUSTRIAL & SYSTEMS ENGINEERING";4
IE5211;"New Product Management";"INDUSTRIAL & SYSTEMS ENGINEERING";4
IEM1201M;"Sport and competition";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
IEM1201N;"Public Persona and Self-presentations";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
IEM1201P;Heroes;"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
IEM1201Q;"English Singlish and intercultural communication";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
IEM1201R;"Oratory and the Public Mind";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
IEM1201S;"Women in Film";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
IEM1201T;"Ideology and Popular Culture in Singapore";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
IEM2201E;"Ethics in Outer Space";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
IEM2201H;"RISK and Popular Culture";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
IEM2201J;"Blood Death and Desire Interpreting the Vampire";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
IEM2201K;"Public Memory Identity and Rhetoric";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
IEM2201L;"Visualizing Southeast Asian Cities";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
INM3550;"Extended Internship";"COMMUNICATIONS AND NEW MEDIA";4
IS1103;"Computing and Society";"INFORMATION SYSTEMS";4
IS1105;"Strategic IT Applications";"INFORMATION SYSTEMS";4
IS1112;"E-Business Essentials";"INFORMATION SYSTEMS";4
IS2101;"Business and Technical Communication";"CTR FOR ENGLISH LANGUAGE COMMUNICATION";4
IS2102;"Requirements Analysis and Design";"INFORMATION SYSTEMS";4
IS2103;"Enterprise Systems Development Concepts";"INFORMATION SYSTEMS";4
IS2104;"Software Team Dynamics";"INFORMATION SYSTEMS";4
IS2150;"E-Business Design and Implementation";"INFORMATION SYSTEMS";4
IS3101;"Management of Information Systems";"INFORMATION SYSTEMS";4
IS3150;"Digital and New Media Marketing";"INFORMATION SYSTEMS";4
IS3220;"Service Science";"INFORMATION SYSTEMS";4
IS3221;"Enterprise Resource Planning Systems";"INFORMATION SYSTEMS";4
IS3222;"IT and Customer Relationship Management";"INFORMATION SYSTEMS";4
IS3223;"IT and Supply Chain Management";"INFORMATION SYSTEMS";4
IS3230;"Principles of Information Security";"INFORMATION SYSTEMS";4
IS3240;"Economics of E-Business";"INFORMATION SYSTEMS";4
IS3241;"Enterprise Social Systems";"INFORMATION SYSTEMS";4
IS3242;"Software Quality Management";"INFORMATION SYSTEMS";4
IS3243;"Technology Strategy and Management";"INFORMATION SYSTEMS";4
IS3250;"Health Informatics";"INFORMATION SYSTEMS";4
IS3260;"Gamification for Organisations and Individuals";"INFORMATION SYSTEMS";4
IS4100;"IT Project Management";"INFORMATION SYSTEMS";4
IS4150;"Mobile and Ubiquitous Commerce";"INFORMATION SYSTEMS";4
IS4203;"IT Adoption and Change Management";"INFORMATION SYSTEMS";4
IS4224;"Service Systems";"INFORMATION SYSTEMS";4
IS4226;"IT Outsourcing and Offshoring Management";"INFORMATION SYSTEMS";4
IS4227;"Enterprise Service-Oriented Architecture";"INFORMATION SYSTEMS";4
IS4240;"Business Intelligence Systems";"INFORMATION SYSTEMS";4
IS4243;"Information Systems Consulting";"INFORMATION SYSTEMS";4
IS4260;"E-Commerce Business Models";"INFORMATION SYSTEMS";4
IT1001;"Introduction to Computing";"INFORMATION SYSTEMS";4
IT1006;"MATLAB Programming for Mathematics";"COMPUTER SCIENCE";4
IT2001;"Network Technology and Applications";"COMPUTER SCIENCE";4
IT2002;"Database Technology and Management";"COMPUTER SCIENCE";4
JS1101E;"Introduction to Japanese Studies";"JAPANESE STUDIES";4
JS2101;"Approaches to Japanese Studies I";"JAPANESE STUDIES";4
JS2213;"Popular Culture in Contemporary Japan";"JAPANESE STUDIES";4
JS2224;"Japan and Singapore";"JAPANESE STUDIES";4
JS2226;"Global City Tokyo";"JAPANESE STUDIES";4
JS2230;"Itadakimasu - Food In Japan";"JAPANESE STUDIES";4
JS3101;"Approaches to Japanese Studies II";"JAPANESE STUDIES";4
JS3208;"Approaches to Japanese Linguistics";"JAPANESE STUDIES";4
JS3210;"Japan in the Twentieth Century";"JAPANESE STUDIES";4
JS3211;"Modern Japanese Religion";"JAPANESE STUDIES";4
JS3230;"Men and Women in Modern Japanese Literature";"JAPANESE STUDIES";4
JS3550;Internship;"JAPANESE STUDIES";4
JS4209;"Selected Topics in Japanese Linguistics";"JAPANESE STUDIES";5
JS4214;"Ideas Values and Identity in Japan";"JAPANESE STUDIES";5
JS4216;"Tales and Performance in Premodern Japan";"JAPANESE STUDIES";5
JS4217;"Selected Topics in Japanese Studies";"JAPANESE STUDIES";5
JS4227;"Japanese Political Economy";"JAPANESE STUDIES";5
JS4401;"Honours Thesis";"JAPANESE STUDIES";15
JS4660;"Independent Study";"JAPANESE STUDIES";5
JS5201R;"READINGS IN JAPANESE STUDIES";"JAPANESE STUDIES";5
JS5660R;"INDEPENDENT STUDY";"JAPANESE STUDIES";5
LA4202;"Planting Design";ARCHITECTURE;4
LA4212;"Tropical Plant Identification 2";ARCHITECTURE;4
LA4702;"MLA Studio: City";ARCHITECTURE;8
LA5222;"Urban Ecology and Design";ARCHITECTURE;4
LAB1201;"Bahasa Indonesia 1";"CENTRE FOR LANGUAGE STUDIES";4
LAB2201;"Bahasa Indonesia 2";"CENTRE FOR LANGUAGE STUDIES";4
LAB3201;"Bahasa Indonesia 3";"CENTRE FOR LANGUAGE STUDIES";4
LAB3202;"Bahasa Indonesia 4";"CENTRE FOR LANGUAGE STUDIES";4
LAB4201;"Bahasa Indonesia 5";"CENTRE FOR LANGUAGE STUDIES";5
LAB4202;"Bahasa Indonesia 6";"CENTRE FOR LANGUAGE STUDIES";5
LAC1201;"Chinese 1";"CENTRE FOR LANGUAGE STUDIES";4
LAC2201;"Chinese 2";"CENTRE FOR LANGUAGE STUDIES";4
LAC3201;"Chinese 3";"CENTRE FOR LANGUAGE STUDIES";4
LAC3202;"Chinese 4";"CENTRE FOR LANGUAGE STUDIES";4
LAC3204;"Chinese for Business & Social Sciences";"CENTRE FOR LANGUAGE STUDIES";4
LAC4202;"Chinese 6";"CENTRE FOR LANGUAGE STUDIES";5
LAF1201;"French 1";"CENTRE FOR LANGUAGE STUDIES";4
LAF2201;"French 2";"CENTRE FOR LANGUAGE STUDIES";4
LAF3202;"French 4";"CENTRE FOR LANGUAGE STUDIES";4
LAF3203;"French for Academic Purposes";"CENTRE FOR LANGUAGE STUDIES";4
LAF4202;"French 6";"CENTRE FOR LANGUAGE STUDIES";5
LAG1201;"German 1";"CENTRE FOR LANGUAGE STUDIES";4
LAG2201;"German 2";"CENTRE FOR LANGUAGE STUDIES";4
LAG3202;"German 4";"CENTRE FOR LANGUAGE STUDIES";4
LAG3203;"German for Academic Purposes";"CENTRE FOR LANGUAGE STUDIES";4
LAG4202;"German 6";"CENTRE FOR LANGUAGE STUDIES";5
LAH1201;"Hindi 1";"CENTRE FOR LANGUAGE STUDIES";4
LAH2201;"Hindi 2";"CENTRE FOR LANGUAGE STUDIES";4
LAH3202;"Hindi 4";"CENTRE FOR LANGUAGE STUDIES";4
LAI1731;"Italian for Singers I";"YONG SIEW TOH CONSERVATORY OF MUSIC";3
LAI1732;"Italian for Singers II";"CENTRE FOR LANGUAGE STUDIES";3
LAJ1201;"Japanese 1";"CENTRE FOR LANGUAGE STUDIES";4
LAJ2201;"Japanese 2";"CENTRE FOR LANGUAGE STUDIES";4
LAJ2202;"Japanese 3";"CENTRE FOR LANGUAGE STUDIES";4
LAJ2203;"Japanese 4";"CENTRE FOR LANGUAGE STUDIES";4
LAJ3201;"Japanese 5";"CENTRE FOR LANGUAGE STUDIES";4
LAJ3202;"Japanese 6";"CENTRE FOR LANGUAGE STUDIES";4
LAK1201;"Korean 1";"CENTRE FOR LANGUAGE STUDIES";4
LAK2201;"Korean 2";"CENTRE FOR LANGUAGE STUDIES";4
LAK3202;"Korean 4";"CENTRE FOR LANGUAGE STUDIES";4
LAK3203;"Korean for Academic Purposes";"CENTRE FOR LANGUAGE STUDIES";4
LAK4202;"Korean 6";"CENTRE FOR LANGUAGE STUDIES";5
LAL1201;"Tamil 1";"CENTRE FOR LANGUAGE STUDIES";4
LAL2201;"Tamil 2";"CENTRE FOR LANGUAGE STUDIES";4
LAM1201;"Malay 1";"CENTRE FOR LANGUAGE STUDIES";4
LAM2201;"Malay 2";"CENTRE FOR LANGUAGE STUDIES";4
LAM3201;"Malay 3";"CENTRE FOR LANGUAGE STUDIES";4
LAM3202;"Malay 4";"CENTRE FOR LANGUAGE STUDIES";4
LAR1201;"Arabic 1";"CENTRE FOR LANGUAGE STUDIES";4
LAR2201;"Arabic 2";"CENTRE FOR LANGUAGE STUDIES";4
LAR3202;"Arabic 4";"CENTRE FOR LANGUAGE STUDIES";4
LAR4202;"Arabic 6";"CENTRE FOR LANGUAGE STUDIES";5
LAT1201;"Thai 1";"CENTRE FOR LANGUAGE STUDIES";4
LAT2201;"Thai 2";"CENTRE FOR LANGUAGE STUDIES";4
LAT3201;"Thai 3";"CENTRE FOR LANGUAGE STUDIES";4
LAT3202;"Thai 4";"CENTRE FOR LANGUAGE STUDIES";4
LAT4201;"Thai 5";"CENTRE FOR LANGUAGE STUDIES";5
LAT4202;"Thai 6";"CENTRE FOR LANGUAGE STUDIES";5
LAV1201;"Vietnamese 1";"CENTRE FOR LANGUAGE STUDIES";4
LAV2201;"Vietnamese 2";"CENTRE FOR LANGUAGE STUDIES";4
LAV3201;"Vietnamese 3";"CENTRE FOR LANGUAGE STUDIES";4
LAV3202;"Vietnamese 4";"CENTRE FOR LANGUAGE STUDIES";4
LAV4202;"Vietnamese 6";"CENTRE FOR LANGUAGE STUDIES";5
LL4061;Inquiry;LAW;4
LL4082;"Law & Social Movements";LAW;4
LL4133;"Human Rights in Asia";LAW;4
LL4134;"CROSSING BORDERS: LAW MIGRATION & CITIZENSHIP";LAW;4
LL4202;"ASEAN Economic Community Law and Policy";LAW;4
LL4234;"Property Theory";LAW;4
LSM1101;"Biochemistry of Biomolecules";BIOCHEMISTRY;4
LSM1102;"Molecular Genetics";"BIOLOGICAL SCIENCES";4
LSM1103;Biodiversity;"BIOLOGICAL SCIENCES";4
LSM1104;"General Physiology";"BIOLOGICAL SCIENCES";4
LSM1202;"Human Anatomy";ANATOMY;4
LSM1301;"General Biology";"BIOLOGICAL SCIENCES";4
LSM1301FC;"General Biology";"BIOLOGICAL SCIENCES";4
LSM1302;"Genes and Society";"BIOLOGICAL SCIENCES";4
LSM1303;"Animal Behaviour";"BIOLOGICAL SCIENCES";4
LSM1401;"Fundamentals of Biochemistry";"BIOLOGICAL SCIENCES";4
LSM2101;"Metabolism and Regulation";BIOCHEMISTRY;4
LSM2102;"Molecular Biology";"BIOLOGICAL SCIENCES";4
LSM2103;"Cell Biology";BIOCHEMISTRY;4
LSM2201A;"Experimental Biochemistry";"BIOLOGICAL SCIENCES";4
LSM2202A;"Experimental Molecular and Cell Biology";"BIOLOGICAL SCIENCES";4
LSM2203;"Experimental Microbiology";MICROBIOLOGY;4
LSM2241;"Introductory Bioinformatics";BIOCHEMISTRY;4
LSM2251;"Ecology and Environment";"BIOLOGICAL SCIENCES";4
LSM2288;"Basic UROPS in Life Sciences I";"BIOLOGICAL SCIENCES";4
LSM2289;"Basic UROPS in Life Sciences II";"BIOLOGICAL SCIENCES";4
LSM3211;"Fundamental Pharmacology";PHARMACOLOGY;4
LSM3212;"Human Physiology: Cardiopulmonary System";PHYSIOLOGY;4
LSM3213;"Molecular and Cellular Neurobiology";PHYSIOLOGY;4
LSM3214;"Human Physiology - Hormones and Health";PHYSIOLOGY;4
LSM3221;"Human Pharmacology";PHARMACOLOGY;4
LSM3223;Immunology;MICROBIOLOGY;4
LSM3224;"Molecular Basis of Human Diseases";BIOCHEMISTRY;4
LSM3225;"Molecular Microbiology in Human Diseases";MICROBIOLOGY;4
LSM3232;Microbiology;MICROBIOLOGY;4
LSM3241;"Bioinformatics & Biocomputing";BIOCHEMISTRY;4
LSM3242;"Applied Microbiology";MICROBIOLOGY;4
LSM3243;"Molecular Biophysics";"BIOLOGICAL SCIENCES";4
LSM3244;"Molecular Biotechnology";"BIOLOGICAL SCIENCES";4
LSM3255;"Ecology of Terrestrial Environments";"BIOLOGICAL SCIENCES";4
LSM3256;"Tropical Horticulture";"BIOLOGICAL SCIENCES";4
LSM3257;"Quantitative Methods for Ecological Research";"BIOLOGICAL SCIENCES";4
LSM3262;"Environmental Animal Physiology";"BIOLOGICAL SCIENCES";4
LSM3264;"Environmental Biochemistry";BIOCHEMISTRY;4
LSM3266;"Avian Biology and Evolution";"BIOLOGICAL SCIENCES";4
LSM3272;"Global Change Biology";"BIOLOGICAL SCIENCES";4
LSM3288;"Advanced UROPS in Life Sciences I";"BIOLOGICAL SCIENCES";4
LSM3289;"Advanced UROPS in Life Sciences II";"BIOLOGICAL SCIENCES";4
LSM4199;"Honours Project in Life Sciences";"BIOLOGICAL SCIENCES";16
LSM4214;"Cancer Pharmacology";PHARMACOLOGY;4
LSM4215;"Extreme Physiology";PHYSIOLOGY;4
LSM4221;"Drug Discovery and Clinical Trials";PHARMACOLOGY;4
LSM4222;"Advanced Immunology";MICROBIOLOGY;4
LSM4223;"Advances in Antimicrobial Strategies";MICROBIOLOGY;4
LSM4225;"Genetic Medicine in the Post-Genomic Era";BIOCHEMISTRY;4
LSM4231;"Structural Biology";"BIOLOGICAL SCIENCES";4
LSM4234;Mechanobiology;"BIOLOGICAL SCIENCES";4
LSM4241;"Functional Genomics";BIOCHEMISTRY;4
LSM4243;"Tumour Biology";PHYSIOLOGY;4
LSM4244;"Oncogenes and Signal Transduction";BIOCHEMISTRY;4
LSM4253;"Behavioural Biology";"BIOLOGICAL SCIENCES";4
LSM4255;"Methods in Mathematical Biology";"BIOLOGICAL SCIENCES";4
LSM4262;"Tropical Conservation Biology";"BIOLOGICAL SCIENCES";4
LSM4264;"Freshwater Biology";"BIOLOGICAL SCIENCES";4
LSM4265;"Urban Ecology";"BIOLOGICAL SCIENCES";4
MA1101R;"Linear Algebra I";MATHEMATICS;4
MA1102R;Calculus;MATHEMATICS;4
MA1104;"Multivariable Calculus";MATHEMATICS;4
MA1301;"Introductory Mathematics";MATHEMATICS;4
MA1301FC;"Introductory Mathematics";MATHEMATICS;4
MA1312;"Calculus with Applications";MATHEMATICS;4
MA1505;"Mathematics I";MATHEMATICS;4
MA1506;"Mathematics II";MATHEMATICS;4
MA1508;"Linear Algebra with Applications";MATHEMATICS;4
MA1521;"Calculus for Computing";MATHEMATICS;4
MA2101;"Linear Algebra II";MATHEMATICS;4
MA2108;"Mathematical Analysis I";MATHEMATICS;4
MA2108S;"Mathematical Analysis I (S)";MATHEMATICS;5
MA2213;"Numerical Analysis I";MATHEMATICS;4
MA2216;Probability;"STATISTICS & APPLIED PROBABILITY";4
