ACC1002, WEDNESDAY, 1000, 1200, UT-AUD1, 2, V1
NM3224, FRIDAY, 1000, 1100, TP-SR3, 2, W5
NM3224, FRIDAY, 1100, 1200, TP-SR3, 2, W6
NM3227, TUESDAY, 1400, 1600, COM1-0202, 2, 1
NM3229, FRIDAY, 1200, 1400, COM1-0202, 2, 1
NM3229, TUESDAY, 1000, 1200, AS3-0208, 2, W1
NM3229, FRIDAY, 1000, 1200, AS3-0208, 2, W2
NM3233, WEDNESDAY, 1800, 2100, AS4-0119, 2, 1
NM3235, THURSDAY, 1500, 1800, UTSRC-GLR, 2, 1
NM3236, TUESDAY, 1100, 1400, UTSRC-GLR, 2, 1
NM3237, FRIDAY, 1500, 1800, AS7-0119, 2, 1
NM4102, FRIDAY, 900, 1200, AS1-0301, 2, 1
NM4202, WEDNESDAY, 1200, 1500, UTSRC-GLR, 2, 1
NM4207, FRIDAY, 1500, 1800, AS2-0413, 2, 1
NM4208, WEDNESDAY, 1100, 1400, AS6-0215B, 2, 1
NM4209, THURSDAY, 1600, 1900, AS1-0302, 2, 1
NM4210, THURSDAY, 1200, 1500, COM1-0202, 2, 1
NM4212, MONDAY, 1200, 1500, TP-GLR, 2, 1
NM4218, MONDAY, 1700, 2000, ERC-GLR, 2, 1
NM4221, MONDAY, 900, 1200, AS6-0215B, 2, 1
NM4226, MONDAY, 900, 1200, COM1-0202, 2, 1
NM4229, FRIDAY, 1200, 1500, UTSRC-GLR, 2, 1
NM4883B, TUESDAY, 1500, 1800, AS6-0214, 2, 1
NM5205R, THURSDAY, 1800, 2100, AS6-0338, 2, 1
NM5212R, MONDAY, 1200, 1500, AS6-0333, 2, 1
NM5214R, TUESDAY, 1800, 2100, AS6-0333, 2, 1
NM6102, THURSDAY, 1800, 2100, AS6-0333, 2, 1
NM6203, MONDAY, 1800, 2100, AS6-0333, 2, 1
NM6211, FRIDAY, 1800, 2100, AS6-0333, 2, 1
NUR1108, SATURDAY, 1000, 1100, LT28, 2, 1
NUR1109, FRIDAY, 1400, 1600, LT28, 2, 1
NUR1109, FRIDAY, 800, 1000, NUR-M14B, 2, 1
NUR1109, FRIDAY, 800, 1000, NUR-M15, 2, 2
NUR1109, FRIDAY, 1000, 1200, NUR-M10, 2, 3
NUR1109, FRIDAY, 1000, 1200, NUR-M14A, 2, 4
NUR1109, FRIDAY, 1200, 1400, NUR-M14C, 2, 5
NUR1109, FRIDAY, 1200, 1400, NUR-M4A, 2, 6
NUR1109, FRIDAY, 1000, 1200, NUR-M14C, 2, 7
NUR1115, MONDAY, 1400, 1600, LT29, 2, 1
NUR1115, WEDNESDAY, 1100, 1300, NUR-M5, 2, 1
NUR1115, WEDNESDAY, 1100, 1300, NUR-M7, 2, 2
NUR1115, WEDNESDAY, 1600, 1800, NUR-M4A, 2, 3
NUR1115, WEDNESDAY, 1600, 1800, NUR-M14B, 2, 4
NUR1115, WEDNESDAY, 900, 1100, NUR-M8, 2, 5
NUR1115, WEDNESDAY, 900, 1100, NUR-S4A, 2, 6
NUR1115, WEDNESDAY, 1400, 1600, NUR-S4A, 2, 7
NUR1115, WEDNESDAY, 900, 1100, NUR-M14A, 2, 1
NUR1115, WEDNESDAY, 900, 1100, NUR-M4B, 2, 2
NUR1115, WEDNESDAY, 1400, 1600, NUR-M4A, 2, 3
NUR1115, WEDNESDAY, 1400, 1600, NUR-M14C, 2, 4
NUR1115, WEDNESDAY, 1100, 1300, NUR-M14A, 2, 5
NUR1115, WEDNESDAY, 1100, 1300, NUR-M14C, 2, 6
NUR1115, WEDNESDAY, 1600, 1800, NUR-M14A, 2, 7
NUR1116, TUESDAY, 1000, 1200, LT29, 2, 1
NUR1116, TUESDAY, 1500, 1600, NUR-M8, 2, 1
NUR1116, TUESDAY, 1500, 1600, NUR-M7, 2, 2
NUR1116, TUESDAY, 1700, 1800, NUR-M14B, 2, 3
NUR1116, TUESDAY, 1400, 1500, NUR-M14C, 2, 4
NUR1116, TUESDAY, 1600, 1700, NUR-M13, 2, 5
NUR1116, TUESDAY, 1600, 1700, NUR-M14C, 2, 6
NUR1116, TUESDAY, 1400, 1500, NUR-M14B, 2, 7
NUR1118, MONDAY, 800, 1000, LT28, 2, 1
NUR1118, WEDNESDAY, 800, 900, LT29, 2, 1
NUR1118, THURSDAY, 1400, 1600, NUR-M14A, 2, 1
NUR1118, THURSDAY, 1400, 1600, NUR-M13, 2, 2
NUR1118, THURSDAY, 1400, 1600, DV, 2, 3
NUR1118, THURSDAY, 1400, 1600, NUR-M13, 2, 4
NUR1118, THURSDAY, 1000, 1200, NUR-M15, 2, 1
NUR1118, THURSDAY, 1000, 1200, NUR-M14C, 2, 2
NUR1118, THURSDAY, 1000, 1200, NUR-M14A, 2, 3
NUR1118, THURSDAY, 1000, 1200, NUR-M14B, 2, 4
NUR2107, SATURDAY, 800, 900, LT29, 2, 1
NUR2116, WEDNESDAY, 1400, 1600, LT28, 2, 1
NUR2116, TUESDAY, 1400, 1700, NUR-M10, 2, 1
NUR2116, TUESDAY, 1400, 1700, NUR-M14A, 2, 2
NUR2116, TUESDAY, 1400, 1700, NUR-M5, 2, 3
NUR2116, TUESDAY, 900, 1200, NUR-M15, 2, 4
NUR2116, TUESDAY, 900, 1200, NUR-M14C, 2, 5
NUR2116, TUESDAY, 900, 1200, NUR-M14B, 2, 6
NUR2116, WEDNESDAY, 1000, 1200, NUR-M14B, 2, 1
NUR2116, WEDNESDAY, 1000, 1200, NUR-M4A, 2, 2
NUR2116, WEDNESDAY, 1200, 1400, NUR-M13, 2, 3
NUR2116, WEDNESDAY, 1200, 1400, NUR-M14B, 2, 4
NUR2116, WEDNESDAY, 1600, 1800, NUR-M13, 2, 5
NUR2116, WEDNESDAY, 1600, 1800, NUR-M14C, 2, 6
NUR2118, MONDAY, 1200, 1400, LT29, 2, 1
NUR2118, THURSDAY, 1400, 1600, LT28, 2, 1
NUR2118, TUESDAY, 800, 1000, NUR-M4B, 2, 1
NUR2118, TUESDAY, 1000, 1200, NUR-M13, 2, 2
NUR2118, MONDAY, 1400, 1600, NUR-M7, 2, 3
NUR2118, MONDAY, 1400, 1600, NUR-M13, 2, 4
NUR2118, TUESDAY, 1500, 1700, NUR-M14B, 2, 5
NUR2118, TUESDAY, 1500, 1700, NUR-M15, 2, 6
NUR3114, TUESDAY, 1200, 1400, LT29, 2, 1
NUR3114, TUESDAY, 1500, 1700, LT28, 2, 1
NUR3114, MONDAY, 1400, 1600, NUR-M15, 2, 1
NUR3114, WEDNESDAY, 1400, 1600, NUR-M8, 2, 1
NUR3114, MONDAY, 1400, 1600, NUR-M5, 2, 2
NUR3114, WEDNESDAY, 1400, 1600, NUR-M15, 2, 2
NUR3114, MONDAY, 1600, 1800, NUR-M15, 2, 4
NUR3114, WEDNESDAY, 800, 1000, NUR-M13, 2, 4
NUR3114, MONDAY, 1100, 1300, NUR-M14A, 2, 5
NUR3114, WEDNESDAY, 1000, 1200, NUR-M13, 2, 5
NUR3114, MONDAY, 1100, 1300, NUR-M10, 2, 6
NUR3114, WEDNESDAY, 1000, 1200, NUR-M15, 2, 6
NUR3115, WEDNESDAY, 1200, 1400, LT29, 2, 1
NUR3115, TUESDAY, 900, 1100, LT28, 2, 1
NUR3115, FRIDAY, 800, 1200, NUR-M5, 2, 1
NUR3115, FRIDAY, 800, 1200, NUR-M7, 2, 2
NUR3115, THURSDAY, 800, 1200, NUR-M5, 2, 3
NUR3115, THURSDAY, 800, 1200, NUR-M10, 2, 4
NUR3115, THURSDAY, 1400, 1800, NUR-S4A, 2, 5
NUR3115, THURSDAY, 1400, 1800, NUR-M15, 2, 6
NUR3115, FRIDAY, 1300, 1700, NUR-S4A, 2, 7
NUR3116, SATURDAY, 800, 1000, LT28, 2, 1
NUR4101, FRIDAY, 1400, 1600, NUR-M10, 2, 1
NUR4102, SATURDAY, 800, 1000, NUR-M10, 2, 1
NUR4104, FRIDAY, 1000, 1200, LT29, 2, 1
OT5203, FRIDAY, 1800, 2100, E1-06-04, 2, 1
OT5204, THURSDAY, 1800, 2100, E1-06-03, 2, 1
OT5205, WEDNESDAY, 1800, 2100, E5-02-32, 2, 1
OT5206, MONDAY, 1800, 2100, E3-06-08, 2, 1
OT5301, THURSDAY, 1800, 2100, LT5, 2, 1
PA2106, TUESDAY, 1400, 1800, LT26, 2, SL1
PA2106, FRIDAY, 1400, 1600, LT26, 2, SL1
PA2106, FRIDAY, 1600, 1800, LT26, 2, SL1
PA2106A, TUESDAY, 1400, 1800, LT26, 2, SL1
PA2106A, FRIDAY, 1400, 1600, LT26, 2, SL1
PA2106A, FRIDAY, 1600, 1800, LT26, 2, SL1
PC1143, MONDAY, 1000, 1200, LT26, 2, SL1
PC1143, THURSDAY, 1000, 1200, LT26, 2, SL1
PC1143, MONDAY, 1300, 1600, S12-0402, 2, MA3
PC1143, MONDAY, 1300, 1600, S12-0402, 2, MB3
PC1143, THURSDAY, 1300, 1600, S12-0402, 2, TB3
PC1143, TUESDAY, 1300, 1600, S12-0402, 2, UA3
PC1143, TUESDAY, 1300, 1600, S12-0402, 2, UB3
PC1143, WEDNESDAY, 1300, 1600, S12-0402, 2, WA3
PC1143, WEDNESDAY, 1300, 1600, S12-0402, 2, WB3
PC1143, MONDAY, 1200, 1300, S11-0301, 2, TA1
PC1143, MONDAY, 1300, 1400, S11-0301, 2, TA2
PC1143, TUESDAY, 1100, 1200, S11-0301, 2, TA3
PC1143, TUESDAY, 1200, 1300, S11-0301, 2, TA4
PC1143, WEDNESDAY, 1100, 1200, S11-0301, 2, TA5
PC1143, WEDNESDAY, 1200, 1300, S11-0301, 2, TA6
PC1144, TUESDAY, 1600, 1800, LT25, 2, SL1
PC1144, FRIDAY, 1600, 1800, LT25, 2, SL1
PC1144, MONDAY, 1300, 1600, S12-0402, 2, MA4
PC1144, MONDAY, 1300, 1600, S12-0402, 2, MB4
PC1144, THURSDAY, 1300, 1600, S12-0402, 2, TA4
PC1144, TUESDAY, 1300, 1600, S12-0402, 2, UA4
PC1144, TUESDAY, 1300, 1600, S12-0402, 2, UB4
PC1144, WEDNESDAY, 1300, 1600, S12-0402, 2, WA4
PC1144, WEDNESDAY, 1300, 1600, S12-0402, 2, WB4
PC1144, MONDAY, 1200, 1300, S11-0301, 2, TB1
PC1144, MONDAY, 1300, 1400, S11-0301, 2, TB2
PC1144, TUESDAY, 1100, 1200, S11-0301, 2, TB3
PC1144, TUESDAY, 1200, 1300, S11-0301, 2, TB4
PC1144, WEDNESDAY, 1100, 1200, S11-0301, 2, TB5
PC1144, WEDNESDAY, 1200, 1300, S11-0301, 2, TB6
PC1221, MONDAY, 1200, 1400, LT24, 2, SL1
PC1221, THURSDAY, 1200, 1400, LT24, 2, SL1
PC1221, WEDNESDAY, 1400, 1700, S12-0402, 2, SA1
PC1221, THURSDAY, 1400, 1700, S12-0402, 2, SA2
PC1221, MONDAY, 1100, 1200, S13-0414, 2, ST1
PC1221, WEDNESDAY, 900, 1000, S13-0414, 2, ST2
PC1222, MONDAY, 800, 1000, LT25, 2, SL1
PC1222, THURSDAY, 800, 1000, LT25, 2, SL1
PC1222, MONDAY, 1400, 1700, S12-0402, 2, M01
PC1222, MONDAY, 1400, 1700, S12-0402, 2, M02
PC1222, MONDAY, 1400, 1700, S12-0402, 2, M03
PC1222, THURSDAY, 1400, 1700, S12-0402, 2, T01
PC1222, THURSDAY, 1400, 1700, S12-0402, 2, T02
PC1222, THURSDAY, 1400, 1700, S12-0402, 2, T03
PC1222, TUESDAY, 1400, 1700, S12-0402, 2, U01
PC1222, TUESDAY, 1400, 1700, S12-0402, 2, U02
PC1222, TUESDAY, 1400, 1700, S12-0402, 2, U03
PC1222, MONDAY, 1000, 1100, S11-0301, 2, ST1
PC1222, MONDAY, 1100, 1200, S11-0301, 2, ST2
PC1222, MONDAY, 1400, 1500, S11-0301, 2, ST3
PC1222, MONDAY, 1500, 1600, S11-0301, 2, ST4
PC1222, TUESDAY, 1600, 1700, S11-0301, 2, ST5
PC1222, TUESDAY, 1700, 1800, S11-0301, 2, ST6
PC1222, WEDNESDAY, 900, 1000, S11-0301, 2, ST7
PC1222, WEDNESDAY, 1000, 1100, S11-0301, 2, ST8
PC1431, WEDNESDAY, 1200, 1400, UT-AUD3, 2, 1
PC1431, FRIDAY, 1700, 1800, UT-AUD2, 2, 1
PC1431, MONDAY, 1400, 1700, S11-0401, 2, A19
PC1431, MONDAY, 1400, 1700, S11-0401, 2, A20
PC1431, MONDAY, 900, 1200, S11-0401, 2, D01
PC1431, MONDAY, 900, 1200, S11-0401, 2, D02
PC1431, WEDNESDAY, 1400, 1700, S11-0401, 2, D05
PC1431, FRIDAY, 1400, 1700, S11-0401, 2, D10
PC1431, MONDAY, 1400, 1700, S11-0401, 2, U01
PC1431, FRIDAY, 1400, 1700, S11-0401, 2, U02
PC1431, WEDNESDAY, 900, 1200, S11-0401, 2, U03
PC1431, WEDNESDAY, 900, 1200, S11-0401, 2, U04
PC1431, MONDAY, 900, 1200, S11-0401, 2, U05
PC1431, MONDAY, 1100, 1200, UTSRC-SR1, 2, A19
PC1431, MONDAY, 1100, 1200, TP-ALR, 2, A20
PC1431, FRIDAY, 1100, 1200, TP-SR9, 2, D01
PC1431, FRIDAY, 1100, 1200, TP-SR4, 2, D02
PC1431, WEDNESDAY, 900, 1000, TP-ALR, 2, D05
PC1431, WEDNESDAY, 900, 1000, TP-SR1, 2, D10
PC1431, TUESDAY, 1100, 1200, TP-SR6, 2, U01
PC1431, TUESDAY, 1100, 1200, UTSRC-SR2, 2, U02
PC1431, WEDNESDAY, 1500, 1600, UTSRC-SR4, 2, U03
PC1431, WEDNESDAY, 1500, 1600, UTSRC-SR5, 2, U04
PC1431FC, FRIDAY, 1400, 1700, S11-0302, 2, F01
PC1431FC, SATURDAY, 900, 1200, S11-0302, 2, S01
PC1431FC, SATURDAY, 1400, 1700, S11-0302, 2, S02
PC1431FC, FRIDAY, 1600, 1800, S11-0301, 2, F01
PC1431FC, SATURDAY, 1000, 1200, S11-0301, 2, S01
PC1431FC, SATURDAY, 1400, 1600, S11-0301, 2, S02
PC1432, WEDNESDAY, 1400, 1600, LT6, 2, 1
PC1432, FRIDAY, 900, 1000, LT7, 2, 1
PC1432, TUESDAY, 1300, 1400, LT7, 2, 2
PC1432, THURSDAY, 1200, 1400, LT5, 2, 2
PC1432, WEDNESDAY, 900, 1200, S11-0302, 2, A01
PC1432, WEDNESDAY, 900, 1200, S11-0302, 2, A02
PC1432, WEDNESDAY, 900, 1200, S11-0302, 2, A03
PC1432, WEDNESDAY, 900, 1200, S11-0302, 2, A04
PC1432, THURSDAY, 1400, 1700, S11-0302, 2, C01
PC1432, MONDAY, 900, 1200, S11-0302, 2, D01
PC1432, TUESDAY, 900, 1200, S11-0302, 2, D02
PC1432, TUESDAY, 900, 1200, S11-0302, 2, D03
PC1432, TUESDAY, 900, 1200, S11-0302, 2, D04
PC1432, THURSDAY, 900, 1200, S11-0302, 2, D19
PC1432, THURSDAY, 900, 1200, S11-0302, 2, D20
PC1432, THURSDAY, 900, 1200, S11-0302, 2, D21
PC1432, THURSDAY, 1400, 1700, S11-0302, 2, U11
PC1432, MONDAY, 900, 1200, S11-0302, 2, U12
PC1432, TUESDAY, 900, 1200, S11-0302, 2, U13
PC1432, FRIDAY, 900, 1200, S11-0302, 2, U14
PC1432, THURSDAY, 900, 1200, S11-0302, 2, U15
PC1432, FRIDAY, 1000, 1100, E1-06-03, 2, A01
PC1432, FRIDAY, 1000, 1100, E1-06-01, 2, A02
PC1432, TUESDAY, 1200, 1300, E1-06-01, 2, A03
PC1432, TUESDAY, 1200, 1300, E1-06-02, 2, A04
PC1432, MONDAY, 1600, 1700, E1-06-03, 2, A05
PC1432, MONDAY, 1600, 1700, E1-06-06, 2, A06
PC1432, WEDNESDAY, 1500, 1600, E1-06-01, 2, C01
PC1432, MONDAY, 1500, 1600, E1-06-04, 2, D01
PC1432, MONDAY, 1400, 1500, E1-06-09, 2, D02
PC1432, THURSDAY, 1400, 1500, E1-06-01, 2, D03
PC1432, THURSDAY, 1400, 1500, E1-06-06, 2, D04
PC1432, THURSDAY, 1500, 1600, E1-06-01, 2, D19
PC1432, THURSDAY, 1500, 1600, E1-06-02, 2, D20
PC1432, THURSDAY, 1600, 1700, E1-06-04, 2, D21
PC2130, TUESDAY, 1000, 1200, LT24, 2, SL1
PC2130, FRIDAY, 1000, 1200, LT24, 2, SL1
PC2130, TUESDAY, 1500, 1600, S13-0414, 2, ST1
PC2130, WEDNESDAY, 1600, 1700, S13-0414, 2, ST2
PC2130B, FRIDAY, 1200, 1400, ERC-GLR, 2, 1
PC2130B, WEDNESDAY, 900, 1000, UTSRC-GLR, 2, 1
PC2130B, MONDAY, 1400, 1500, TP-SR7, 2, 1
PC2130B, MONDAY, 1300, 1400, TP-SR7, 2, 2
PC2131, MONDAY, 1000, 1200, LT22, 2, SL1
PC2131, THURSDAY, 1000, 1200, LT22, 2, SL1
PC2131, WEDNESDAY, 1800, 1900, S15-0315, 2, ST1
PC2133, WEDNESDAY, 1200, 1400, ERC-GLR, 2, 1
PC2133, TUESDAY, 1400, 1500, TP-GLR, 2, 1
PC2133, TUESDAY, 1500, 1600, TP-GLR, 2, 1
PC2133, TUESDAY, 1600, 1700, ERC-SR9CAM, 2, 2
PC2193, TUESDAY, 1400, 1700, S11-0401, 2, SB1
PC2193, WEDNESDAY, 1400, 1700, S11-0401, 2, SB2
PC2193, FRIDAY, 1400, 1700, S11-0401, 2, SB3
PC2230, MONDAY, 1400, 1600, UTSRC-LT52, 2, SL1
PC2230, THURSDAY, 1400, 1600, UTSRC-LT52, 2, SL1
PC2230, WEDNESDAY, 1000, 1100, S13-0402, 2, ST1
PC2230, WEDNESDAY, 1100, 1200, S13-0402, 2, ST2
PC2230, FRIDAY, 1200, 1300, S13-0402, 2, ST3
PC2230, FRIDAY, 1300, 1400, S13-0402, 2, ST4
PC2232, WEDNESDAY, 800, 1000, LT6, 2, ALL
PC2232, FRIDAY, 1000, 1200, LT6, 2, ALL
PC2232, MONDAY, 1400, 1700, S11-0302, 2, 1
PC2232, THURSDAY, 1400, 1700, S11-0302, 2, 10
PC2232, THURSDAY, 1400, 1700, S11-0302, 2, 10A
PC2232, TUESDAY, 1400, 1700, S11-0302, 2, 11
PC2232, MONDAY, 1400, 1700, S11-0302, 2, 1A
PC2232, TUESDAY, 1400, 1700, S11-0302, 2, 2
PC2232, TUESDAY, 1400, 1700, S11-0302, 2, 2A
PC2232, TUESDAY, 1400, 1700, S11-0302, 2, 3
PC2232, TUESDAY, 1400, 1700, S11-0302, 2, 3A
PC2232, WEDNESDAY, 1400, 1700, S11-0302, 2, 4
PC2232, WEDNESDAY, 1400, 1700, S11-0302, 2, 4A
PC2232, FRIDAY, 1400, 1700, S11-0302, 2, 5
PC2232, FRIDAY, 1400, 1700, S11-0302, 2, 5A
PC2232, FRIDAY, 1400, 1700, S11-0302, 2, 6
PC2232, FRIDAY, 1400, 1700, S11-0302, 2, 6A
PC2232, MONDAY, 1400, 1700, S11-0302, 2, 7
PC2232, MONDAY, 1400, 1700, S11-0302, 2, 8
PC2232, THURSDAY, 1400, 1700, S11-0302, 2, 9
PC2232, THURSDAY, 1400, 1700, S11-0302, 2, 9A
PC2232, MONDAY, 900, 1000, E3-06-11, 2, T1
PC2232, THURSDAY, 1000, 1100, E4-04-06, 2, T10
PC2232, THURSDAY, 1600, 1700, E3-06-14, 2, T11
PC2232, THURSDAY, 1600, 1700, E3-06-13, 2, T12
PC2232, FRIDAY, 1500, 1600, E3-06-04, 2, T13
PC2232, MONDAY, 900, 1000, E3-06-14, 2, T2
PC2232, MONDAY, 1600, 1700, E3-06-15, 2, T3
PC2232, MONDAY, 1600, 1700, E3-06-11, 2, T4
PC2232, TUESDAY, 1000, 1100, E4-04-03, 2, T5
PC2232, TUESDAY, 1200, 1300, E4-04-03, 2, T6
PC2232, THURSDAY, 1000, 1100, E3-06-15, 2, T9
PC3130, TUESDAY, 1000, 1200, LT20, 2, SL1
PC3130, FRIDAY, 1000, 1200, LT20, 2, SL1
PC3130, THURSDAY, 1100, 1200, S13-0416, 2, ST1
PC3130, THURSDAY, 1200, 1300, S13-0416, 2, ST2
PC3130, FRIDAY, 900, 1000, S13-0414, 2, ST3
PC3130, FRIDAY, 1400, 1500, S13-0416, 2, ST4
PC3193, MONDAY, 1400, 1700, S13-0313, 2, SB1
PC3193, TUESDAY, 1400, 1700, S13-0313, 2, SB2
PC3193, THURSDAY, 1400, 1700, S13-0313, 2, SB3
PC3193, FRIDAY, 1400, 1700, S13-0313, 2, SB4
PC3233, WEDNESDAY, 1600, 1800, S16-0307, 2, SL1
PC3233, FRIDAY, 1600, 1800, S16-0307, 2, SL1
PC3233, WEDNESDAY, 1500, 1600, S16-0435, 2, T1
PC3233, THURSDAY, 1300, 1400, S13-0416, 2, T2
PC3233, THURSDAY, 1400, 1500, S13-0416, 2, T3
PC3236, MONDAY, 1000, 1200, S16-0436, 2, SL1
PC3236, THURSDAY, 1000, 1200, S16-0436, 2, SL1
PC3236, MONDAY, 1800, 1900, S13-0414, 2, ST1
PC3236, WEDNESDAY, 900, 1000, S13-0416, 2, ST2
PC3236, FRIDAY, 1100, 1200, S11-0301, 2, ST3
PC3241, WEDNESDAY, 1800, 2100, S16-0430, 2, SL1
PC3241, FRIDAY, 1300, 1400, S11-0301, 2, ST1
PC3243, MONDAY, 800, 1000, S16-0436, 2, SL1
PC3243, THURSDAY, 800, 1000, S16-0436, 2, SL1
PC3243, THURSDAY, 1100, 1200, S11-0301, 2, ST1
PC3246, MONDAY, 1200, 1400, S16-0430, 2, SL1
PC3246, THURSDAY, 1200, 1400, S16-0430, 2, SL1
PC3246, FRIDAY, 900, 1000, S11-0301, 2, ST1
PC3246, FRIDAY, 1200, 1300, S11-0301, 2, ST2
PC3251, TUESDAY, 1200, 1400, S16-0436, 2, SL1
PC3251, FRIDAY, 1200, 1400, S16-0436, 2, SL1
PC3251, THURSDAY, 1700, 1800, S11-0301, 2, ST1
PC3267, TUESDAY, 800, 1000, S16-0436, 2, SL1
PC3267, FRIDAY, 800, 1000, S16-0436, 2, SL1
PC3312, MONDAY, 800, 1800, DV, 2, L1
PC3312, TUESDAY, 800, 1800, DV, 2, L1
PC3312, WEDNESDAY, 800, 1800, DV, 2, L1
PC3312, THURSDAY, 800, 1800, DV, 2, L1
PC3312, FRIDAY, 800, 1800, DV, 2, L1
PC3312, SATURDAY, 600, 2359, DV, 2, L1
PC4232, TUESDAY, 1000, 1200, S12-0403, 2, SL1
PC4232, FRIDAY, 1000, 1200, S12-0403, 2, SL1
PC4240, MONDAY, 1200, 1400, S12-0403, 2, SL1
PC4240, THURSDAY, 1200, 1400, S12-0403, 2, SL1
PC4242, MONDAY, 1000, 1200, S12-0403, 2, SL1
PC4242, THURSDAY, 1000, 1200, S12-0403, 2, SL1
PC4243, TUESDAY, 800, 1000, S12-0403, 2, SL1
PC4243, FRIDAY, 800, 1000, S12-0403, 2, SL1
PC4245, TUESDAY, 1200, 1400, S12-0403, 2, SL1
PC4245, FRIDAY, 1200, 1400, S12-0403, 2, SL1
PC4253, TUESDAY, 1400, 1600, S12-0403, 2, SL1
PC4253, FRIDAY, 1400, 1600, S12-0403, 2, SL1
PC4262, TUESDAY, 1600, 1800, S12-0403, 2, SL1
PC4262, FRIDAY, 1600, 1800, S12-0403, 2, SL1
PC4264, MONDAY, 800, 1000, S12-0403, 2, SL1
PC4264, THURSDAY, 800, 1000, S12-0403, 2, SL1
PC4274, MONDAY, 1400, 1600, S12-0403, 2, SL1
PC4274, THURSDAY, 1400, 1600, S12-0403, 2, SL1
PC5198, WEDNESDAY, 1400, 1600, S12-0403, 2, SL1
PC5198, THURSDAY, 1600, 1800, S12-0403, 2, SL1
PC5202, MONDAY, 2000, 2200, S12-0403, 2, SL1
PC5202, WEDNESDAY, 1200, 1400, S12-0403, 2, SL1
PC5203, WEDNESDAY, 1800, 2000, S12-0403, 2, SL1
PC5203, FRIDAY, 2000, 2200, S12-0403, 2, SL1
PC5206, MONDAY, 1400, 1600, S16-0599, 2, SL1
PC5206, THURSDAY, 1400, 1600, S16-0599, 2, SL1
PC5207, TUESDAY, 1400, 1600, S16-0440, 2, SL1
PC5207, FRIDAY, 1400, 1600, S16-0440, 2, SL1
PC5210, MONDAY, 1600, 1800, S12-0403, 2, SL1
PC5210, WEDNESDAY, 1600, 1800, S12-0403, 2, SL1
PC5212, TUESDAY, 1800, 2000, S12-0403, 2, SL1
PC5212, FRIDAY, 1800, 2000, S12-0403, 2, SL1
PC5213, WEDNESDAY, 1000, 1200, S12-0403, 2, SL1
PC5213, THURSDAY, 1800, 2000, S12-0403, 2, SL1
PC5213, MONDAY, 1800, 2100, S7-0102, 2, SB1
PC5213, TUESDAY, 1800, 2100, S7-0102, 2, SB2
PC5213, FRIDAY, 1800, 2100, S7-0102, 2, SB4
PC5228, MONDAY, 1800, 2000, S12-0403, 2, SL1
PC5228, WEDNESDAY, 2000, 2200, S12-0403, 2, SL1
PC5239, TUESDAY, 1000, 1200, S15-0315, 2, SL1
PC5239, THURSDAY, 1000, 1200, S15-0315, 2, SL1
PF1103, WEDNESDAY, 1300, 1500, SDE-424, 2, 1
PF1103, TUESDAY, 1200, 1400, SDE-CR1, 2, 1
PF1103, TUESDAY, 1200, 1400, SDE-CR1, 2, 2
PF1103, MONDAY, 1200, 1400, SDE-CR1, 2, 3
PF1103, MONDAY, 1200, 1400, SDE-CR1, 2, 4
PF1103, THURSDAY, 900, 1100, SDE-CR1, 2, 5
PF1103, THURSDAY, 900, 1100, SDE-CR1, 2, 6
PF1104, MONDAY, 1000, 1200, SDE-423, 2, 1
PF1104, FRIDAY, 1000, 1200, SDE-SR8, 2, 1
PF1104, FRIDAY, 1000, 1200, SDE-SR8, 2, 2
PF1104, MONDAY, 1400, 1600, SDE-SR7, 2, 3
PF1104, MONDAY, 1400, 1600, SDE-SR7, 2, 4
PF1104, WEDNESDAY, 1000, 1200, SDE-SR7, 2, 5
PF1104, WEDNESDAY, 1000, 1200, SDE-SR7, 2, 6
PF1105, THURSDAY, 1100, 1300, SDE-427, 2, 1
PF1105, TUESDAY, 1000, 1200, SDE-CR1, 2, 1
PF1105, TUESDAY, 1000, 1200, SDE-CR1, 2, 2
PF1105, THURSDAY, 1600, 1800, SDE-CR1, 2, 3
PF1105, THURSDAY, 1600, 1800, SDE-CR1, 2, 4
PF1105, THURSDAY, 1300, 1500, SDE-GIS, 2, 5
PF1105, THURSDAY, 1300, 1500, SDE-GIS, 2, 6
PF2103, MONDAY, 1200, 1400, SDE-424, 2, 1
PF2103, WEDNESDAY, 1200, 1400, SDE-ES2, 2, 1
PF2103, WEDNESDAY, 1200, 1400, SDE-ES2, 2, 2
PF2103, THURSDAY, 1200, 1400, SDE-ES2, 2, 3
PF2103, THURSDAY, 1200, 1400, SDE-ES2, 2, 4
PF2103, FRIDAY, 900, 1100, SDE-ES2, 2, 5
PF2103, FRIDAY, 900, 1100, SDE-ES2, 2, 6
PF2104, TUESDAY, 1100, 1300, SDE-422, 2, 1
PF2104, THURSDAY, 1600, 1800, SDE-ER5, 2, 1
PF2104, THURSDAY, 1600, 1800, SDE-ER5, 2, 2
PF2104, TUESDAY, 1400, 1600, SDE-ER4, 2, 3
PF2104, TUESDAY, 1400, 1600, SDE-ER4, 2, 4
PF2104, WEDNESDAY, 900, 1100, SDE-CR1, 2, 5
PF2104, WEDNESDAY, 900, 1100, SDE-CR1, 2, 6
PF2105, TUESDAY, 900, 1100, SDE-424, 2, 1
PF2105, MONDAY, 1600, 1800, SDE-CR4, 2, 1
PF2105, MONDAY, 1600, 1800, SDE-CR4, 2, 2
